date,city,country,parameter,value,unit,latitude,longitude,year,month,day_of_week,is_weekend,season
2020-03-28,Mumbai,India,NO2,59.85,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-29,Mumbai,India,NO2,58.7,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-30,Mumbai,India,NO2,68.02,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-31,Mumbai,India,NO2,70.49,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-04-01,Mumbai,India,NO2,62.2,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-02,Mumbai,India,NO2,73.23,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-03,Mumbai,India,NO2,89.8,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-04,Mumbai,India,NO2,51.54,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-05,Mumbai,India,NO2,74.8,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-06,Mumbai,India,NO2,68.31,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-07,Mumbai,India,NO2,73.46,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-08,Mumbai,India,NO2,64.62,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-09,Mumbai,India,NO2,67.45,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-10,Mumbai,India,NO2,70.18,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-11,Mumbai,India,NO2,65.84,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-12,Mumbai,India,NO2,53.62,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-13,Mumbai,India,NO2,66.46,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-14,Mumbai,India,NO2,54.59,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-15,Mumbai,India,NO2,75.25,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-16,Mumbai,India,NO2,50.02,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-17,Mumbai,India,NO2,78.92,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-18,Mumbai,India,NO2,72.88,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-19,Mumbai,India,NO2,72.87,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-20,Mumbai,India,NO2,46.84,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-21,Mumbai,India,NO2,65.14,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-22,Mumbai,India,NO2,79.9,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-23,Mumbai,India,NO2,63.12,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-24,Mumbai,India,NO2,57.46,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-25,Mumbai,India,NO2,61.81,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-26,Mumbai,India,NO2,67.42,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-27,Mumbai,India,NO2,59.52,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-28,Mumbai,India,NO2,80.29,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-29,Mumbai,India,NO2,67.23,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-30,Mumbai,India,NO2,62.24,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-05-01,Mumbai,India,NO2,54.7,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-02,Mumbai,India,NO2,72.47,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-03,Mumbai,India,NO2,72.16,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-04,Mumbai,India,NO2,59.53,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-05,Mumbai,India,NO2,44.99,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-06,Mumbai,India,NO2,71.37,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-07,Mumbai,India,NO2,65.3,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-08,Mumbai,India,NO2,70.42,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-09,Mumbai,India,NO2,86.53,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-10,Mumbai,India,NO2,66.59,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-11,Mumbai,India,NO2,61.61,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-12,Mumbai,India,NO2,55.16,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-13,Mumbai,India,NO2,63.4,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-14,Mumbai,India,NO2,68.02,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-15,Mumbai,India,NO2,66.83,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-16,Mumbai,India,NO2,83.41,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-17,Mumbai,India,NO2,71.04,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-18,Mumbai,India,NO2,64.58,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-19,Mumbai,India,NO2,58.74,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-20,Mumbai,India,NO2,68.35,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-21,Mumbai,India,NO2,56.48,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-22,Mumbai,India,NO2,67.22,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-23,Mumbai,India,NO2,70.16,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-24,Mumbai,India,NO2,62.99,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-25,Mumbai,India,NO2,58.71,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-26,Mumbai,India,NO2,43.02,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-27,Mumbai,India,NO2,76.17,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-28,Mumbai,India,NO2,68.63,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-29,Mumbai,India,NO2,68.73,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-30,Mumbai,India,NO2,48.69,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-31,Mumbai,India,NO2,77.96,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-06-01,Mumbai,India,NO2,59.36,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-02,Mumbai,India,NO2,60.97,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-03,Mumbai,India,NO2,53.02,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-04,Mumbai,India,NO2,45.69,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-05,Mumbai,India,NO2,74.98,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-06,Mumbai,India,NO2,76.11,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-07,Mumbai,India,NO2,61.44,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-08,Mumbai,India,NO2,56.14,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-09,Mumbai,India,NO2,59.0,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-10,Mumbai,India,NO2,59.12,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-11,Mumbai,India,NO2,50.46,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-12,Mumbai,India,NO2,59.37,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-13,Mumbai,India,NO2,63.66,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-14,Mumbai,India,NO2,72.15,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-15,Mumbai,India,NO2,61.94,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-16,Mumbai,India,NO2,45.87,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-17,Mumbai,India,NO2,65.0,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-18,Mumbai,India,NO2,58.74,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-19,Mumbai,India,NO2,74.84,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-20,Mumbai,India,NO2,75.26,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-21,Mumbai,India,NO2,75.44,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-22,Mumbai,India,NO2,55.01,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-23,Mumbai,India,NO2,80.35,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-24,Mumbai,India,NO2,63.8,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-25,Mumbai,India,NO2,76.38,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-26,Mumbai,India,NO2,54.92,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-27,Mumbai,India,NO2,56.79,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-28,Mumbai,India,NO2,62.34,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-01-01,Mumbai,India,O3,118.64,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-02,Mumbai,India,O3,108.21,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-03,Mumbai,India,O3,87.31,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-04,Mumbai,India,O3,95.98,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-05,Mumbai,India,O3,105.46,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-06,Mumbai,India,O3,110.59,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-07,Mumbai,India,O3,107.1,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-08,Mumbai,India,O3,120.03,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-09,Mumbai,India,O3,88.5,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-10,Mumbai,India,O3,109.61,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-11,Mumbai,India,O3,90.17,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-12,Mumbai,India,O3,116.11,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-13,Mumbai,India,O3,107.74,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-14,Mumbai,India,O3,113.05,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-15,Mumbai,India,O3,100.38,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-16,Mumbai,India,O3,121.98,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-17,Mumbai,India,O3,119.77,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-18,Mumbai,India,O3,115.35,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-19,Mumbai,India,O3,108.39,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-20,Mumbai,India,O3,115.65,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-21,Mumbai,India,O3,102.94,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-22,Mumbai,India,O3,118.73,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-23,Mumbai,India,O3,126.83,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-24,Mumbai,India,O3,121.2,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-25,Mumbai,India,O3,103.35,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-26,Mumbai,India,O3,114.42,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-27,Mumbai,India,O3,98.03,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-28,Mumbai,India,O3,116.84,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-29,Mumbai,India,O3,115.78,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-30,Mumbai,India,O3,92.72,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-31,Mumbai,India,O3,99.95,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-02-01,Mumbai,India,O3,108.89,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-02,Mumbai,India,O3,108.86,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-03,Mumbai,India,O3,99.92,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-04,Mumbai,India,O3,116.05,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-05,Mumbai,India,O3,114.82,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-06,Mumbai,India,O3,110.5,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-07,Mumbai,India,O3,105.02,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-08,Mumbai,India,O3,123.21,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-09,Mumbai,India,O3,129.41,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-10,Mumbai,India,O3,108.15,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-11,Mumbai,India,O3,107.0,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-12,Mumbai,India,O3,118.16,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-13,Mumbai,India,O3,109.8,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-14,Mumbai,India,O3,112.11,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-15,Mumbai,India,O3,121.03,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-16,Mumbai,India,O3,94.66,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-17,Mumbai,India,O3,127.05,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-18,Mumbai,India,O3,114.72,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-19,Mumbai,India,O3,109.99,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-20,Mumbai,India,O3,113.33,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-21,Mumbai,India,O3,113.95,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-22,Mumbai,India,O3,97.13,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-23,Mumbai,India,O3,129.49,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-24,Mumbai,India,O3,115.06,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-25,Mumbai,India,O3,119.18,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-26,Mumbai,India,O3,124.36,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-27,Mumbai,India,O3,104.73,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-28,Mumbai,India,O3,119.78,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-29,Mumbai,India,O3,112.46,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-03-01,Mumbai,India,O3,123.69,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-02,Mumbai,India,O3,94.04,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-03,Mumbai,India,O3,114.4,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-04,Mumbai,India,O3,109.45,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-05,Mumbai,India,O3,119.88,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-06,Mumbai,India,O3,120.33,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-07,Mumbai,India,O3,108.63,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-08,Mumbai,India,O3,108.65,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-09,Mumbai,India,O3,114.74,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-10,Mumbai,India,O3,106.94,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-11,Mumbai,India,O3,124.39,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-12,Mumbai,India,O3,112.34,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-13,Mumbai,India,O3,87.02,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-14,Mumbai,India,O3,112.4,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-15,Mumbai,India,O3,105.81,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-16,Mumbai,India,O3,99.93,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-17,Mumbai,India,O3,103.92,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-18,Mumbai,India,O3,117.43,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-19,Mumbai,India,O3,129.66,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-20,Mumbai,India,O3,119.54,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-21,Mumbai,India,O3,110.38,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-22,Mumbai,India,O3,121.04,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-23,Mumbai,India,O3,111.92,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-24,Mumbai,India,O3,109.59,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-25,Mumbai,India,O3,105.01,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-26,Mumbai,India,O3,99.06,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-27,Mumbai,India,O3,112.69,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-28,Mumbai,India,O3,118.19,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-29,Mumbai,India,O3,115.65,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-30,Mumbai,India,O3,112.47,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-31,Mumbai,India,O3,107.17,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-04-01,Mumbai,India,O3,122.72,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-02,Mumbai,India,O3,103.46,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-03,Mumbai,India,O3,124.39,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-04,Mumbai,India,O3,106.6,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-05,Mumbai,India,O3,109.09,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-06,Mumbai,India,O3,101.93,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-07,Mumbai,India,O3,111.57,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-08,Mumbai,India,O3,126.32,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-09,Mumbai,India,O3,121.7,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-10,Mumbai,India,O3,126.31,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-11,Mumbai,India,O3,121.72,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-12,Mumbai,India,O3,105.43,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-13,Mumbai,India,O3,113.12,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-14,Mumbai,India,O3,108.59,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-15,Mumbai,India,O3,129.66,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-16,Mumbai,India,O3,104.35,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-17,Mumbai,India,O3,125.21,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-18,Mumbai,India,O3,125.15,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-19,Mumbai,India,O3,134.47,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-20,Mumbai,India,O3,112.02,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-21,Mumbai,India,O3,123.19,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-22,Mumbai,India,O3,138.82,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-23,Mumbai,India,O3,109.77,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-24,Mumbai,India,O3,100.53,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-25,Mumbai,India,O3,97.01,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-26,Mumbai,India,O3,122.87,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-27,Mumbai,India,O3,96.84,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-28,Mumbai,India,O3,111.87,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-29,Mumbai,India,O3,119.89,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-30,Mumbai,India,O3,117.29,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-05-01,Mumbai,India,O3,119.61,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-02,Mumbai,India,O3,117.49,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-03,Mumbai,India,O3,127.97,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-04,Mumbai,India,O3,105.56,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-05,Mumbai,India,O3,108.22,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-06,Mumbai,India,O3,107.17,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-07,Mumbai,India,O3,123.1,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-08,Mumbai,India,O3,123.7,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-09,Mumbai,India,O3,119.11,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-10,Mumbai,India,O3,126.33,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-11,Mumbai,India,O3,102.6,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-12,Mumbai,India,O3,130.95,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-13,Mumbai,India,O3,129.39,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-14,Mumbai,India,O3,121.4,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-15,Mumbai,India,O3,131.75,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-16,Mumbai,India,O3,97.24,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-17,Mumbai,India,O3,108.45,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-18,Mumbai,India,O3,106.21,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-19,Mumbai,India,O3,120.66,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-20,Mumbai,India,O3,102.81,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-21,Mumbai,India,O3,120.76,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-22,Mumbai,India,O3,126.76,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-23,Mumbai,India,O3,119.87,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-24,Mumbai,India,O3,115.62,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-25,Mumbai,India,O3,102.77,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-26,Mumbai,India,O3,104.04,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-27,Mumbai,India,O3,124.87,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-28,Mumbai,India,O3,120.02,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-29,Mumbai,India,O3,111.7,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-30,Mumbai,India,O3,107.76,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-31,Mumbai,India,O3,91.54,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-06-01,Mumbai,India,O3,100.94,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-02,Mumbai,India,O3,130.61,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-03,Mumbai,India,O3,98.54,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-04,Mumbai,India,O3,113.09,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-05,Mumbai,India,O3,121.11,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-06,Mumbai,India,O3,98.34,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-07,Mumbai,India,O3,112.58,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-08,Mumbai,India,O3,119.95,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-09,Mumbai,India,O3,110.54,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-10,Mumbai,India,O3,138.94,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-11,Mumbai,India,O3,93.4,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-12,Mumbai,India,O3,120.52,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-13,Mumbai,India,O3,108.04,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-14,Mumbai,India,O3,117.32,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-15,Mumbai,India,O3,113.85,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-16,Mumbai,India,O3,101.94,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-17,Mumbai,India,O3,111.39,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-18,Mumbai,India,O3,90.36,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-19,Mumbai,India,O3,114.8,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-20,Mumbai,India,O3,111.58,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-21,Mumbai,India,O3,114.82,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-22,Mumbai,India,O3,118.84,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-23,Mumbai,India,O3,111.77,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-24,Mumbai,India,O3,109.4,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-25,Mumbai,India,O3,98.94,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-26,Mumbai,India,O3,100.46,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-27,Mumbai,India,O3,119.28,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-28,Mumbai,India,O3,121.6,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-01-01,Beijing,China,PM2.5,162.87,µg/m³,39.9042,116.4074,2020,1,2,0,Verão
2020-01-02,Beijing,China,PM2.5,138.93,µg/m³,39.9042,116.4074,2020,1,3,0,Verão
2020-01-03,Beijing,China,PM2.5,131.86,µg/m³,39.9042,116.4074,2020,1,4,0,Verão
